,following_link,username,timestamp
101,https://www.instagram.com/catching.scammer,catching.scammer,2024-09-04 05:06:31
100,https://www.instagram.com/asstrozen,asstrozen,2024-09-06 20:24:36
99,https://www.instagram.com/sewmehon_somick,sewmehon_somick,2024-09-12 18:55:30
98,https://www.instagram.com/waltatechnologies,waltatechnologies,2024-09-17 07:56:44
97,https://www.instagram.com/redeit_redu,redeit_redu,2024-09-19 18:08:21
96,https://www.instagram.com/tesfaye_tsegaw,tesfaye_tsegaw,2024-09-24 16:17:33
95,https://www.instagram.com/senuyeeee,senuyeeee,2024-09-29 11:08:27
94,https://www.instagram.com/betsi.enu,betsi.enu,2024-09-29 11:42:52
93,https://www.instagram.com/arielworshiparmy,arielworshiparmy,2024-09-29 20:36:33
92,https://www.instagram.com/hota_choir,hota_choir,2024-10-07 08:13:22
91,https://www.instagram.com/pmabiyahmed,pmabiyahmed,2024-10-12 18:04:00
90,https://www.instagram.com/becha_nkd,becha_nkd,2024-10-12 18:27:32
89,https://www.instagram.com/davidbombal,davidbombal,2024-10-21 04:11:43
88,https://www.instagram.com/lidetzena,lidetzena,2024-10-21 15:59:13
87,https://www.instagram.com/yabsira.f,yabsira.f,2024-10-21 16:02:55
86,https://www.instagram.com/teshu_84,teshu_84,2024-10-30 17:01:18
85,https://www.instagram.com/reverend_abugida_fantahun,reverend_abugida_fantahun,2024-10-30 18:25:08
84,https://www.instagram.com/naolejara,naolejara,2024-11-05 05:28:15
83,https://www.instagram.com/asher_minasie,asher_minasie,2024-11-19 15:31:37
82,https://www.instagram.com/online_shopping_adama,online_shopping_adama,2024-11-26 16:25:42
81,https://www.instagram.com/rich_bekele,rich_bekele,2024-11-26 18:42:28
80,https://www.instagram.com/anwar,anwar,2024-12-12 09:24:15
79,https://www.instagram.com/biruktiseb,biruktiseb,2024-12-15 09:12:49
78,https://www.instagram.com/rediet7696,rediet7696,2024-12-15 12:28:46
77,https://www.instagram.com/melhik_podcast,melhik_podcast,2024-12-21 08:15:38
76,https://www.instagram.com/dagmawibabi,dagmawibabi,2024-12-25 16:47:27
75,https://www.instagram.com/haregdrivingschool,haregdrivingschool,2024-12-28 05:07:06
74,https://www.instagram.com/tsion_kas,tsion_kas,2024-12-31 06:53:24
73,https://www.instagram.com/yab_gm,yab_gm,2025-01-01 20:46:32
72,https://www.instagram.com/uni_athena,uni_athena,2025-01-06 06:06:18
71,https://www.instagram.com/bootdotdev,bootdotdev,2025-01-06 08:17:48
70,https://www.instagram.com/bethel_sura,bethel_sura,2025-01-06 17:18:44
69,https://www.instagram.com/yeshitila.biruk,yeshitila.biruk,2025-01-19 05:43:15
68,https://www.instagram.com/alxethiopia,alxethiopia,2025-01-21 19:46:59
67,https://www.instagram.com/melkii_fekadu,melkii_fekadu,2025-01-23 19:49:08
66,https://www.instagram.com/awsdevelopers,awsdevelopers,2025-01-24 05:25:10
65,https://www.instagram.com/anjali.gama,anjali.gama,2025-01-24 09:04:12
64,https://www.instagram.com/twoonetwoconsultancy,twoonetwoconsultancy,2025-01-24 09:23:47
63,https://www.instagram.com/zuck,zuck,2025-01-24 09:37:20
62,https://www.instagram.com/malinaaam,malinaaam,2025-01-25 10:42:07
61,https://www.instagram.com/itsallykrinsky,itsallykrinsky,2025-01-25 10:51:12
60,https://www.instagram.com/singer._.adam_,singer._.adam_,2025-01-25 11:19:17
59,https://www.instagram.com/priyal.py,priyal.py,2025-01-25 18:09:53
58,https://www.instagram.com/biruk_blessed_,biruk_blessed_,2025-01-25 22:06:26
57,https://www.instagram.com/enderaseyouth,enderaseyouth,2025-01-26 10:08:01
56,https://www.instagram.com/mastercardfoundation,mastercardfoundation,2025-01-26 10:15:56
55,https://www.instagram.com/evangelistyaredtilahun,evangelistyaredtilahun,2025-01-28 05:27:17
54,https://www.instagram.com/parasmadan.in,parasmadan.in,2025-01-29 13:28:01
